,Release Group,Worldwide,Domestic,%,Foreign,%.1,Year
4438,Halloween,"$255,485,178","$159,342,015",62.4%,"$96,143,163",37.6%,2018
4439,Crazy Rich Asians,"$238,532,921","$174,532,921",73.2%,"$64,000,000",26.8%,2018
4440,Creed II,"$214,215,889","$115,715,889",54%,"$98,500,000",46%,2018
4441,Smallfoot,"$214,040,103","$83,240,103",38.9%,"$130,800,000",61.1%,2018
4442,Us and Them,"$209,221,380",-,-,"$209,221,380",100%,2018
4443,The Island,"$198,326,350","$670,883",0.3%,"$197,655,467",99.7%,2018
4444,Christopher Robin,"$197,744,377","$99,215,042",50.2%,"$98,529,335",49.8%,2018
4445,The Equalizer 2,"$190,400,157","$102,084,362",53.6%,"$88,315,795",46.4%,2018
4446,Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%,2018
4447,The Mule,"$174,804,407","$103,804,407",59.4%,"$71,000,000",40.6%,2018
4448,The Nutcracker and the Four Realms,"$173,961,069","$54,858,851",31.5%,"$119,102,218",68.5%,2018
4449,Insidious: The Last Key,"$167,885,588","$67,745,330",40.4%,"$100,140,258",59.6%,2018
4450,The Predator,"$160,542,134","$51,024,708",31.8%,"$109,517,426",68.2%,2018
4451,Johnny English Strikes Again,"$158,970,776","$4,412,170",2.8%,"$154,558,606",97.2%,2018
4452,Red Sparrow,"$151,572,634","$46,874,505",30.9%,"$104,698,129",69.1%,2018
4453,More Than Blue,"$142,958,164","$722,669",0.5%,"$142,235,495",99.5%,2018
4454,The First Purge,"$137,056,262","$69,488,745",50.7%,"$67,567,517",49.3%,2018
4455,How Long Will I Love U,"$136,796,719","$746,933",0.5%,"$136,049,786",99.5%,2018
4456,A Wrinkle in Time,"$132,675,864","$100,478,608",75.7%,"$32,197,256",24.3%,2018
4457,The House with a Clock in Its Walls,"$131,457,147","$68,549,695",52.1%,"$62,907,452",47.9%,2018
4458,Instant Family,"$120,556,201","$67,363,237",55.9%,"$53,192,964",44.1%,2018
4459,A Cool Fish,"$118,153,135","$551,876",0.5%,"$117,601,259",99.5%,2018
4460,Game Night,"$117,679,066","$69,179,066",58.8%,"$48,500,000",41.2%,2018
4461,Dragon Ball Super: Broly,"$115,757,940","$30,712,119",26.5%,"$85,045,821",73.5%,2018
4462,The Monkey King 3,"$115,084,576","$187,074",0.2%,"$114,897,502",99.8%,2018
4463,First Man,"$105,697,415","$44,936,545",42.5%,"$60,760,870",57.5%,2018
4464,Book Club,"$104,438,188","$68,566,296",65.7%,"$35,871,892",34.3%,2018
4465,Night School,"$103,105,878","$77,339,130",75%,"$25,766,748",25%,2018
4466,Detective Conan: Zero the Enforcer,"$101,860,359",-,-,"$101,860,359",100%,2018
4467,Alpha,"$98,203,196","$35,857,181",36.5%,"$62,346,015",63.5%,2018
4468,Along With the Gods: The Last 49 Days,"$97,962,238","$1,200,246",1.2%,"$96,761,992",98.8%,2018
4469,A Simple Favor,"$97,644,617","$53,548,586",54.8%,"$44,096,031",45.2%,2018
4470,Boonie Bears 5,"$96,820,519",-,-,"$96,820,519",100%,2018
4471,The Favourite,"$95,918,706","$34,366,783",35.8%,"$61,551,923",64.2%,2018
4472,Truth or Dare,"$95,330,493","$41,411,015",43.4%,"$53,919,478",56.6%,2018
4473,Kill Mobile,"$94,870,905",-,-,"$94,870,905",100%,2018
4474,I Feel Pretty,"$94,539,426","$48,795,601",51.6%,"$45,743,825",48.4%,2018
4475,Blockers,"$94,017,294","$60,311,495",64.1%,"$33,705,799",35.9%,2018
4476,BlacKkKlansman,"$93,400,823","$49,275,340",52.8%,"$44,125,483",47.2%,2018
4477,Goosebumps 2: Haunted Halloween,"$93,320,380","$46,700,633",50%,"$46,619,747",50%,2018
4478,Shadow,"$91,708,374","$521,396",0.6%,"$91,186,978",99.4%,2018
4479,Overboard,"$91,244,913","$50,316,123",55.1%,"$40,928,790",44.9%,2018
4480,Sherlock Gnomes,"$90,497,778","$43,242,871",47.8%,"$47,254,907",52.2%,2018
4481,Detective Dee: The Four Heavenly Kings,"$90,040,771","$262,963",0.3%,"$89,777,808",99.7%,2018
4482,"Hello, Mrs. Money","$86,874,070",-,-,"$86,874,070",100%,2018
4483,Robin Hood,"$86,489,031","$30,824,628",35.6%,"$55,664,403",64.4%,2018
4484,I Can Only Imagine,"$86,086,881","$83,482,352",97%,"$2,604,529",3%,2018
4485,Hidden Man,"$85,170,581",-,-,"$85,170,581",100%,2018
4486,Mortal Engines,"$83,672,673","$15,951,040",19.1%,"$67,721,633",80.9%,2018
4487,Partment: The Movie,"$81,096,321",-,-,"$81,096,321",100%,2018
4488,Doraemon the Movie: Nobita's Treasure Island,"$80,920,916",-,-,"$80,920,916",100%,2018
4489,Den of Thieves,"$80,509,622","$44,947,622",55.8%,"$35,562,000",44.2%,2018
4490,Hereditary,"$80,200,936","$44,069,456",54.9%,"$36,131,480",45.1%,2018
4491,Code Blue: The Movie,"$78,778,562",-,-,"$78,778,562",100%,2018
4492,Tag,"$78,130,625","$54,730,625",70.1%,"$23,400,000",29.9%,2018
4493,Sanju,"$76,693,052","$7,909,317",10.3%,"$68,783,735",89.7%,2018
4494,Vice,"$76,073,488","$47,836,282",62.9%,"$28,237,206",37.1%,2018
4495,Widows,"$75,984,700","$42,402,632",55.8%,"$33,582,068",44.2%,2018
4496,Sicario: Day of the Soldado,"$75,837,743","$50,072,235",66%,"$25,765,508",34%,2018
4497,Searching,"$75,462,037","$26,020,957",34.5%,"$49,441,080",65.5%,2018
4498,The Spy Who Dumped Me,"$75,320,680","$33,562,069",44.6%,"$41,758,611",55.4%,2018
4499,Animal World,"$74,922,830",-,-,"$74,922,830",100%,2018
4500,Amazing China,"$72,506,343",-,-,"$72,506,343",100%,2018
4501,Second Act,"$72,282,227","$39,282,227",54.3%,"$33,000,000",45.7%,2018
4502,Spirited Away 2018 Re-release,"$70,186,029","$1,175,067",1.7%,"$69,010,962",98.3%,2018
4503,Shoplifters,"$67,999,335","$3,313,513",4.9%,"$64,685,822",95.1%,2018
4504,12 Strong,"$67,450,815","$45,819,713",67.9%,"$21,631,102",32.1%,2018
4505,"Love, Simon","$66,316,289","$40,826,341",61.6%,"$25,489,948",38.4%,2018
4506,Mile 22,"$66,308,758","$36,108,758",54.5%,"$30,200,000",45.5%,2018
4507,Life of the Party,"$65,859,911","$53,059,911",80.6%,"$12,800,000",19.4%,2018
4508,L Storm,"$64,517,456",-,-,"$64,517,456",100%,2018
4509,Capernaum,"$64,417,003","$1,661,096",2.6%,"$62,755,907",97.4%,2018
4510,Isle of Dogs,"$64,241,499","$32,015,231",49.8%,"$32,226,268",50.2%,2018
4511,Andhadhun,"$62,475,342","$1,193,046",1.9%,"$61,282,296",98.1%,2018
4512,Adrift,"$59,945,012","$31,445,012",52.5%,"$28,500,000",47.5%,2018
4513,The 15:17 to Paris,"$57,076,286","$36,276,286",63.6%,"$20,800,000",36.4%,2018
4514,A or B,"$56,239,049",-,-,"$56,239,049",100%,2018
4515,Go Brother!,"$54,663,060",-,-,"$54,663,060",100%,2018
4516,Early Man,"$54,622,814","$8,267,544",15.1%,"$46,355,270",84.9%,2018
4517,Peppermint,"$53,918,723","$35,418,723",65.7%,"$18,500,000",34.3%,2018
4518,Teen Titans GO! To the Movies,"$52,090,236","$29,790,236",57.2%,"$22,300,000",42.8%,2018
4519,Slender Man,"$51,738,549","$30,569,484",59.1%,"$21,169,065",40.9%,2018
4520,Breaking In,"$51,411,620","$46,840,590",91.1%,"$4,571,030",8.9%,2018
4521,Cry Me a Sad River,"$51,400,614",-,-,"$51,400,614",100%,2018
4522,Simmba,"$51,329,025","$5,102,129",9.9%,"$46,226,896",90.1%,2018
4523,Once Upon a Deadpool 2018 Re-release,"$51,247,568","$6,100,309",11.9%,"$45,147,259",88.1%,2018
4524,Family is Family,"$49,954,866",-,-,"$49,954,866",100%,2018
4525,Death Wish,"$49,562,710","$34,017,028",68.6%,"$15,545,682",31.4%,2018
4526,The Magic Tuche,"$47,427,990",-,-,"$47,427,990",100%,2018
4527,Golden Job,"$47,287,851","$285,795",0.6%,"$47,002,056",99.4%,2018
4528,Mary Queen of Scots,"$46,712,809","$16,468,499",35.3%,"$30,244,310",64.7%,2018
4529,Uncle Drew,"$46,664,414","$42,469,946",91%,"$4,194,468",9%,2018
4530,Acrimony,"$46,403,669","$43,549,096",93.8%,"$2,854,573",6.2%,2018
4531,Asterix: The Secret of the Magic Potion,"$46,221,204","$1,271,953",2.8%,"$44,949,251",97.2%,2018
4532,Bajrangi Bhaijaan 2018 Re-release,"$45,579,004",-,-,"$45,579,004",100%,2018
4533,Winchester,"$44,019,588","$25,091,816",57%,"$18,927,772",43%,2018
4534,Annihilation,"$43,070,915","$32,732,301",76%,"$10,338,614",24%,2018
4535,The Possession of Hannah Grace,"$43,016,528","$14,837,422",34.5%,"$28,179,106",65.5%,2018
4536,Long Day's Journey Into Night,"$42,140,994","$521,365",1.2%,"$41,619,629",98.8%,2018
4537,Overlord,"$41,657,844","$21,704,844",52.1%,"$19,953,000",47.9%,2018
4538,The Great Battle,"$41,509,280","$472,166",1.1%,"$41,037,114",98.9%,2018
4539,The Darkest Minds,"$41,142,379","$12,695,691",30.9%,"$28,446,688",69.1%,2018
4540,"Lost, Found","$41,043,552",-,-,"$41,043,552",100%,2018
4541,Holmes & Watson,"$40,466,970","$30,573,626",75.6%,"$9,893,344",24.4%,2018
4542,Intimate Strangers,"$39,576,060",-,-,"$39,576,060",100%,2018
4543,Thugs of Hindostan,"$39,570,044","$1,449,848",3.7%,"$38,120,196",96.3%,2018
4544,Sink or Swim,"$39,193,850",-,-,"$39,193,850",100%,2018
4545,Show Dogs,"$39,156,854","$17,857,020",45.6%,"$21,299,834",54.4%,2018
4546,Believer,"$39,047,153","$365,639",0.9%,"$38,681,514",99.1%,2018
4547,The Spy Gone North,"$38,844,509","$500,803",1.3%,"$38,343,706",98.7%,2018
4548,On the Basis of Sex,"$38,673,750","$24,622,687",63.7%,"$14,051,063",36.3%,2018
4549,Taxi 5,"$38,598,227",-,-,"$38,598,227",100%,2018
4550,Fat Buddies,"$37,496,410",-,-,"$37,496,410",100%,2018
4551,Till The End Of The World,"$37,013,733","$118,660",0.3%,"$36,895,073",99.7%,2018
4552,2.0,"$36,945,969","$4,152,000",11.2%,"$32,793,969",88.8%,2018
4553,Nothing to Lose,"$36,075,317","$1,016,188",2.8%,"$35,059,129",97.2%,2018
4554,T-34,"$35,950,901",-,-,"$35,950,901",100%,2018
4555,Mia and the White Lion,"$35,487,190","$399,471",1.1%,"$35,087,719",98.9%,2018
4556,The Girl in the Spider's Web,"$35,164,920","$14,841,338",42.2%,"$20,323,582",57.8%,2018
4557,The Hate U Give,"$34,934,009","$29,719,483",85.1%,"$5,214,526",14.9%,2018
4558,Nobody's Fool,"$33,705,333","$31,713,110",94.1%,"$1,992,223",5.9%,2018
4559,Baaghi 2,"$33,139,063","$1,319,579",4%,"$31,819,484",96%,2018
4560,The Hurricane Heist,"$32,517,248","$6,115,825",18.8%,"$26,401,423",81.2%,2018
4561,All About Me,"$31,920,159",-,-,"$31,920,159",100%,2018
4562,Bad Times at the El Royale,"$31,882,724","$17,839,115",56%,"$14,043,609",44%,2018
4563,Hunter Killer,"$31,672,678","$15,767,460",49.8%,"$15,905,218",50.2%,2018
4564,Super Troopers 2,"$31,626,386","$30,617,396",96.8%,"$1,008,990",3.2%,2018
4565,The Strangers: Prey at Night,"$31,039,126","$24,586,708",79.2%,"$6,452,418",20.8%,2018
4566,Gintama 2: Rules are Made to be Broken,"$30,896,653",-,-,"$30,896,653",100%,2018
4567,The Way of the Bug,"$30,355,804",-,-,"$30,355,804",100%,2018
4568,Clergy,"$30,114,115",-,-,"$30,114,115",100%,2018
4569,Ice,"$29,806,210",-,-,"$29,806,210",100%,2018
4570,Free Solo,"$29,318,861","$17,541,090",59.8%,"$11,777,771",40.2%,2018
4571,Dark Figure of Crime,"$29,176,133",-,-,"$29,176,133",100%,2018
4572,Pad Man,"$29,045,020","$1,670,192",5.8%,"$27,374,828",94.2%,2018
4573,Mirai,"$28,756,961","$812,794",2.8%,"$27,944,167",97.2%,2018
4574,Default,"$27,694,043","$203,775",0.7%,"$27,490,268",99.3%,2018
4575,One Cut of the Dead,"$27,590,180","$52,406",0.2%,"$27,537,774",99.8%,2018
4576,The Happytime Murders,"$27,506,452","$20,706,452",75.3%,"$6,800,000",24.7%,2018
4577,Midnight Sun,"$27,365,467","$9,561,064",34.9%,"$17,804,403",65.1%,2018
4578,VIP Policeman,"$27,222,681",-,-,"$27,222,681",100%,2018
4579,My Neighbor Totoro 2018 Re-release,"$27,083,857","$1,144,649",4.2%,"$25,939,208",95.8%,2018
4580,The Faces of My Gene,"$26,796,279",-,-,"$26,796,279",100%,2018
4581,Badhaai Ho,"$26,125,610",-,-,"$26,125,610",100%,2018
4582,Hichki,"$26,055,222","$330,279",1.3%,"$25,724,943",98.7%,2018
4583,White Boy Rick,"$25,957,482","$24,011,188",92.5%,"$1,946,294",7.5%,2018
4584,"Paul, Apostle of Christ","$25,915,966","$17,560,475",67.8%,"$8,355,491",32.2%,2018
4585,Champions,"$25,699,800",-,-,"$25,699,800",100%,2018
4586,Keys To The Heart,"$25,375,866","$75,134",0.3%,"$25,300,732",99.7%,2018
4587,Stan & Ollie,"$24,420,923","$5,470,235",22.4%,"$18,950,688",77.6%,2018
4588,The Witch: Part 1 - The Subversion,"$24,340,302",-,-,"$24,340,302",100%,2018
4589,The Accidental Detective 2: In Action,"$24,243,825","$179,045",0.7%,"$24,064,780",99.3%,2018
4590,Killing for the Prosecution,"$23,929,620",-,-,"$23,929,620",100%,2018
4591,Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",3.3%,"$22,951,618",96.7%,2018
4592,The Guernsey Literary and Potato Peel Pie Society,"$23,148,937",-,-,"$23,148,937",100%,2018
4593,The Crimes That Bind,"$23,144,130",-,-,"$23,144,130",100%,2018
4594,New Happy Dad and Son 3: Adventure in Russia,"$23,130,469",-,-,"$23,130,469",100%,2018
4595,Padmaavat,"$22,991,060","$11,846,060",51.5%,"$11,145,000",48.5%,2018
4596,Won't You Be My Neighbor?,"$22,844,741","$22,835,787",100%,"$8,954",<0.1%,2018
4597,Europe Raiders,"$22,435,156",-,-,"$22,435,156",100%,2018
4598,Mojin: The Worm Valley,"$22,381,583","$101,516",0.5%,"$22,280,067",99.5%,2018
4599,Stree,"$22,075,730",-,-,"$22,075,730",100%,2018
4600,Avengers: Endgame,"$2,797,501,328","$858,373,000",30.7%,"$1,939,128,328",69.3%,2019
4601,The Lion King,"$1,656,943,394","$543,638,043",32.8%,"$1,113,305,351",67.2%,2019
4602,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%,2019
4603,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%,2019
4604,Captain Marvel,"$1,128,274,794","$426,829,839",37.8%,"$701,444,955",62.2%,2019
4605,Joker,"$1,074,251,311","$335,451,311",31.2%,"$738,800,000",68.8%,2019
4606,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%,2019
4607,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%,2019
4608,Aladdin,"$1,050,693,953","$355,559,216",33.8%,"$695,134,737",66.2%,2019
4609,Jumanji: The Next Level,"$800,059,707","$320,314,960",40%,"$479,744,747",60%,2019
4610,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%,2019
4611,Ne Zha,"$726,063,471","$3,695,533",0.5%,"$722,367,938",99.5%,2019
4612,The Wandering Earth,"$699,856,699","$5,971,413",0.9%,"$693,885,286",99.1%,2019
4613,How to Train Your Dragon: The Hidden World,"$521,799,505","$160,799,505",30.8%,"$361,000,000",69.2%,2019
4614,Maleficent: Mistress of Evil,"$491,730,089","$113,929,605",23.2%,"$377,800,484",76.8%,2019
4615,It Chapter Two,"$473,093,228","$211,593,228",44.7%,"$261,500,000",55.3%,2019
4616,"My People, My Country","$450,064,993","$2,356,683",0.5%,"$447,708,310",99.5%,2019
4617,Pokémon Detective Pikachu,"$433,005,346","$144,105,346",33.3%,"$288,900,000",66.7%,2019
4618,The Secret Life of Pets 2,"$430,051,293","$158,874,395",36.9%,"$271,176,898",63.1%,2019
4619,The Captain,"$417,282,021","$706,572",0.2%,"$416,575,449",99.8%,2019
4620,Alita: Battle Angel,"$404,980,543","$85,838,210",21.2%,"$319,142,333",78.8%,2019
4621,Godzilla: King of the Monsters,"$386,600,138","$110,500,138",28.6%,"$276,100,000",71.4%,2019
